NIVEL,SECTOR,ENTIDAD,CODIGO_UNICO,CODIGO_SNIP,NOMBRE_INVERSION,NOMBRE_OPMI,NOMBRE_UF,NOMBRE_UEI,SEC_EJEC,NOMBRE_UEP,ESTADO,SITUACION,MONTO_VIABLE,COSTO_ACTUALIZADO,CTRL_CONCURR,MONTO_LAUDO,MONTO_FIANZA,ALTERNATIVA,FECHA_REGISTRO,FECHA_VIABILIDAD,FUNCION,PROGRAMA,SUBPROGRAMA,MARCO,TIPO_INVERSION,DES_MODALIDAD,REGISTRADO_PMI,PMI_ANIO_1,PMI_ANIO_2,PMI_ANIO_3,PMI_ANIO_4,EXPEDIENTE_TECNICO,INFORME_CIERRE,TIENE_F9,FEC_REG_F9,ETAPA_F9,PRIMER_DEVENGADO,ULTIMO_DEVENGADO,DEVEN_ACUMUL_ANIO_ANT,DEV_ANIO_ACTUAL,PIA_ANIO_ACTUAL,PIM_ANIO_ACTUAL,CERTIF_ANIO_ACTUAL,COMPROM_ANUAL_ANIO_ACTUAL,SALDO_EJECUTAR,TIENE_F8,ETAPA_F8,TIENE_F12B,TIENE_AVAN_FISICO,AVANCE_FISICO,AVANCE_EJECUCION,ULT_FEC_DECLA_ESTIM,DES_TIPOLOGIA,IND_IOARR_EMERG,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,LATITUD,LONGITUD,FEC_INI_EJECUCION,FEC_FIN_EJECUCION,FEC_INI_EJEC_FISICA,FEC_FIN_EJEC_FISICA,NUM_HABITANTES_BENEF,MONTO_ET_F8,ANIO_PROCESO
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE COASA,2650995,2650995,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CENTRO POBLADO DE AYUSUMA DEL   DISTRITO DE COASA DE LA PROVINCIA DE CARABAYA DEL DEPARTAMENTO DE PUNO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE COASA,UF DE LA MUNICIPALIDAD DISTRITAL DE COASA,UEI DE LA MUNICIPALIDAD DISTRITAL DE COASA,301626,MUNICIPALIDAD DISTRITAL DE COASA,ACTIVO,VIABLE,2535377.52,2535377.52,0.0,0.0,0.0,SISTEMA AGUA POTABLE CONSTRUCCIÓN DE CAPTACIÓN CONSTRUCCIÓN DE LÍNEA DE CONDUCCIÓN CONSTRUCCIÓN DE RESERVORIO REPARACIÓN DE RESERVORIO CONSTRUCCIÓN DE LÍNEA DE ADUCCIÓN CONSTRUCCIÓN DE RED DE DISTRIBUCIÓN CONSTRUCCIÓN DE CONEXIONES DOMICILIARIAS CONSTRUCCIÓN DE PILETA SISTEMA DISPOSICION SANITARIA DE EXCRETAS CONSTRUCCIÓN DE UBS CON ARRASTRE HIDRÁULICO SISTEMA ALCANTARILLADO SANITARIO CONSTRUCCIÓN DE REDES COLECTORAS CONSTRUCCIÓN DE BUZONES CONSTRUCCIÓN DE CONEXIONES DOMICILIARIAS SISTEMA TRATAMIENTO DE AGUAS RESIDUALES CONSTRUCCIÓN DE PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES PTAR Y INTANGIBLES IMPLEMENTACIÓN DE PLAN DE COMUNICACIÓN Y EDUCACIÓN SANITARIA Y IMPLEMENTACIÓN  DE PLAN DE CAPACITACIÓN PARA LA GESTIÓN DEL SERVICIO,2024-06-04 00:00:00,2024-06-11 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,INVIERTE,PROYECTO DE INVERSION,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,NO,,,,,NO,NO,NO,,,,,0.0,0.0,,0,,,2535377.52,NO,,SI,NO,,0.0,,SISTEMA DE SANEAMIENTO RURAL,NO,PUNO,CARABAYA,COASA,210304,-14.001366914933412,-70.06438056397887,2024-12-01 00:00:00,2025-06-01 00:00:00,,,405,,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD PROVINCIAL DE SAN ROMAN,2662687,2662687,"ADQUISICION DE MICRO MEDIDORES EN EL(LA) DE LOS SECTORES COMERCIALES 1, 2, 3, 4 Y SECTORES DISPERSOS DEL  DISTRITO DE JULIACA, PROVINCIA SAN ROMAN, DEPARTAMENTO PUNO",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE SAN ROMAN,UF DE LA MUNICIPALIDAD PROVINCIAL DE SAN ROMAN,UEI DE LA EPS SEDA JULIACA SA,500147,ENTIDAD PRESTADORA DE SANEAMIENTO DE JULIACA S.A.,ACTIVO,APROBADO,529897.31,529897.31,0.0,0.0,0.0,,2024-09-25 00:00:00,2024-10-04 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,INVIERTE,INVERSIONES IOARR,ADMINISTRACIÓN DIRECTA,NO,,,,,NO,NO,NO,,,,,0.0,0.0,,0,,,529897.31,NO,,NO,NO,,,,SISTEMA DE SANEAMIENTO URBANO,NO,PUNO,SAN ROMAN,JULIACA,211101,-15.494995087098943,-70.13768077674753,2024-10-01 00:00:00,2025-07-31 00:00:00,,,,,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE DESAGUADERO,2662680,2662680,"ADQUISICION DE SISTEMA DE BOMBEO EN EL(LA) COMUNIDAD DE COLLPACOTAÑA  DISTRITO DE DESAGUADERO, PROVINCIA CHUCUITO, DEPARTAMENTO PUNO",OPMI DE LA MUNICIPALIDAD DISTRITAL DE DESAGUADERO,UF DE LA MUNICIPALIDAD DISTRITAL DE DESAGUADERO,UEI DE LA MUNICIPALIDAD DISTRITAL DE DESAGUADERO,301634,MUNICIPALIDAD DISTRITAL DE DESAGUADERO,ACTIVO,APROBADO,188190.29,423632.59,0.0,0.0,0.0,,2024-09-25 00:00:00,2024-09-27 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,INVIERTE,INVERSIONES IOARR,"ADMINISTRACIÓN INDIRECTA - POR CONTRATA,ADMINISTRACIÓN DIRECTA",NO,,,,,SI,NO,NO,,,202412,202512,419578.61,0.0,,0,,,4053.98,SI,Ejecución física (C),SI,SI,100.0,100.0,2026-01-16 10:34:53,SISTEMA DE SANEAMIENTO RURAL,NO,PUNO,CHUCUITO,DESAGUADERO,210402,-16.667922879003633,-69.11190352563919,2024-12-03 00:00:00,2026-03-01 00:00:00,2025-10-13 00:00:00,2025-12-12 00:00:00,,29894.5,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE AJOYANI,2524510,2524510,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LOS SECTORES APROCSA AURORA, ASOCIACIÓN SPAR AJOYANI, TIKRICHUPA Y CAPILLANI DEL DISTRITO DE AJOYANI - PROVINCIA DE CARABAYA - DEPARTAMENTO DE PUNO",OPMI DE LA MUNICIPALIDAD DISTRITAL DE AJOYANI,UF DE LA MUNICIPALIDAD DISTRITAL DE AJOYANI,UEI DE LA MUNICIPALIDAD DISTRITAL DE AJOYANI,301624,MUNICIPALIDAD DISTRITAL DE AJOYANI,ACTIVO,VIABLE,14430087.74,18693982.99,0.0,0.0,0.0,AGUA POTABLE SE PLANTEA LA CONSTRUCCIÓN DE OBRAS Y ACTIVIDADES PRIMARIAS CAPTACIÓN Y DOSADOR 100 M3 13 UNIDAD CAPTACIÓN TIPO LADERA Q10 LPS 7 UNIDAD CERCO PERIMÉTRICO PARA RESERVORIO 13 UNIDAD RESERVORIO APOYADO  5 M3 Y CASETA DE VÁLVULAS 13 UNIDAD SISTEMA DE DESINFECCIÓN 26 UNIDAD VÁLVULA DE PURGA 118 UNIDAD VÁLVULA DE AIRE 109 UNIDAD CÁMARAS ROMPE PRESIÓN PARA LÍNEA DE CONDUCCIÓN CRP  TIPO VI 91 UNIDADES CÁMARA ROMPE PRESIONES PARA REDES DE DISTRIBUCIÓN TIPO  VII 49 UNIDADES VÁLVULA DE CONTROL PARA REDES DE DISTRIBUCIÓN 171 UNIDADES CÁMARA DE DISTRIBUCIONES DE CAUDALES 37 UNIDADES PASE AÉREO 15 UNIDADES LÍNEA DE CONDUCCIÓN L  2290658 M LÍNEA DE ADUCCIÓN L7130742 M RED DE DISTRIBUCIÓN L  3202649 M CAPTACIÓN POR AGUA DE LLUVIA 3 UNIDADES Y VARIOS FLETE TERRESTRE PARA TRANSPORTE DE MATERIALES JULIACA  AJOYANIUNIDADES BÁSICAS DE SANEAMIENTO  UBS SE PLANTEA LA CONSTRUCCIÓN DE  CASETA DE LADRILLO  TIPO II 174 UNIDADES TANQUE SÉPTICO MEJORADO Y ZANJAS DE PERCOLACIÓN 174 UNIDADES Y VARIOS FLETE TERRESTRE PARA TRANSPORTE DE MATERIALES JULIACA  AJOYANICOMPONENTE SOCIAL SE PLANTA LA IMPLEMENTACIÓN DE EDUCACIÓN SANITARIA Y  EDUCACIÓN JASS,2021-07-19 00:00:00,2021-08-16 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,INVIERTE,PROYECTO DE INVERSION,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,NO,,,,,SI,NO,NO,,,202206,202206,96660.0,0.0,,0,,,18597322.99,SI,Ejecución física (C),SI,NO,,0.52,2026-02-12 08:37:33,SISTEMA DE SANEAMIENTO RURAL,NO,PUNO,CARABAYA,AJOYANI,210302,-14.19803641005019,-70.2118885428989,2026-01-01 00:00:00,2035-12-31 00:00:00,2026-01-01 00:00:00,2035-12-31 00:00:00,841,18693982.99,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE ATUNCOLLA,2176420,232885,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE ATUNCOLLA, DISTRITO DE ATUNCOLLA - PUNO - PUNO",OPMI DE LA MUNICIPALIDAD DISTRITAL DE ATUNCOLLA,UF DE LA MUNICIPALIDAD DISTRITAL DE ATUNCOLLA,UEI DE LA MUNICIPALIDAD DISTRITAL DE ATUNCOLLA,301596,MUNICIPALIDAD DISTRITAL DE ATUNCOLLA,ACTIVO,VIABLE,5632296.0,3537531.83,0.0,0.0,0.0,EL PROYECTO CONSISTE EN LA CONSTRUCCIÓN DE UN RESERVORIO CIRCULAR DE 50 M DE CAPACIDAD PARA LA CAPTACIÓN DEL AGUA DE LA COMUNIDAD CAMPESINA DE LLUNGO RED DE DISTRIBUCIÓN CONEXIONES DOMICILIARIAS INSTALACIONES DE PILETAS INSTALACIÓN DE SISTEMA DE DESAGÜE CONSTRUCCIÓN DE PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES CAPACITACIÓN EN EDUCACIÓN SANITARIA E IMPACTO AMBIENTAL,2012-09-15 00:00:00,2013-03-22 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,SNIP,PIP MAYOR (SNIP),ADMINISTRACIÓN INDIRECTA - POR CONTRATA,NO,,,,,SI,NO,NO,,,201312,201812,3124755.52,0.0,,0,,,412776.31,SI,Aprobación de consistencia o modificaciones antes de la aprobación del ET o ET (A),NO,NO,,,,,NO,PUNO,PUNO,ATUNCOLLA,210104,0.0,0.0,,,,,1025,3537531.83,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE CABANA,2155537,194070,"INSTALACION Y MEJORAMIENTO DEL SERVICIO DE SANEAMIENTO BASICO INTEGRAL EN LOS ANEXOS SAN MIGUEL, CANCHARANI Y PURO PURO INCAMAYO DEL SECTOR YAPUSCACHI, DISTRITO DE CABANA - SAN ROMAN - PUNO",,OFICINA DE PROYECTOS DE INVERSION Y OBRAS PUBLICAS,,301682,MUNICIPALIDAD DISTRITAL DE CABANA,ACTIVO,VIABLE,419337.7,463001.88,0.0,0.0,0.0,ALTENATIVA 1,2011-11-13 00:00:00,2011-11-22 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,SNIP,PIP MENOR (SNIP),ADMINISTRACIÓN DIRECTA,NO,,,,,SI,NO,NO,,,201208,201311,435451.84,0.0,,0,,,27550.04,NO,,NO,NO,,,,,NO,PUNO,SAN ROMAN,CABANA,211102,0.0,0.0,,,,,297,463001.88,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE CABANILLAS,2597144,2597144,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD DE CAHUARANI   DISTRITO DE CABANILLAS DE LA PROVINCIA DE SAN ROMAN DEL DEPARTAMENTO DE PUNO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE CABANILLAS,UF DE LA MUNICIPALIDAD DISTRITAL DE CABANILLAS,UEI DE LA MUNICIPALIDAD DISTRITAL DE CABANILLAS,301683,MUNICIPALIDAD DISTRITAL DE CABANILLAS,ACTIVO,VIABLE,3190827.05,3190827.05,0.0,0.0,0.0,CONSTRUCCIÓN DE UNA CAPTACIÓN CONFORMADA POR TRES ELEMENTOS  LA PRIMERA QUE SERÁ LA ZONA DE FILTROS LA CUAL ESTARÁ CUBIERTA POR UNA LOSA DE CONCRETO Y ENCERRADA POR UNOS ALEROS DE CONCRETO ARMADO EL SEGUNDO ELEMENTO SERÁ LA CÁMARA HÚMEDA DONDE BÁSICAMENTE SE ACUMULARA EL AGUA CAPTADA LA CUAL CONTENDRÁ UNA CANASTILLA PARA CONDUCIR EL AGUA REQUERIDA Y POR ÚLTIMO LA CÁMARA SECA QUE CONTENDRÁ UNA VÁLVULA DE CONTROL PARA CONTROLAR EL AGUA CAPTADA CABE MENCIONAR QUE EL ELEMENTO 23 SERÁ DE CONCRETO ARMADO  LOSA FONDO  PAREDES Y LOSA TECHO CONSTRUCCIÓN DE LA LÍNEA DE CONDUCCIÓN DE TUBERÍA PVC SAP C75 D 1  EN 72878 ML Y CÁMARA ROMPE PRESIÓN DE CONCRETO FC210 KGCM2 CONSTRUCCIÓN DE RESERVORIO DE AGUA DE 1300 M3 CONSTRUCCIÓN DE LÍNEA DE ADUCCIÓN PVC SAP C75 D 1 12 DE 20623 ML CONSTRUCCIÓN DE LÍNEA DE DISTRIBUCIÓN DE PVC SAP C75 D 1 12 EN 106954 METROS PVC SAP C10 D 1 EN 468589 METROS PVC SAP C10 D 34 EN 689001 METROS Y PVC SAP C10 D 12 EN 503925 METROS Y 21 VÁLVULAS DE CONTROL CONSTRUCCIÓN DE PASE AÉREO 11 UND DE LONGITUDES DE 2 Y 5 M VÁLVULAS DE PURGA Y AIRE 06 UND DE CONCRETO ARMADO DE FC  175 KG  CM2 CON ESPESOR E 010 M PAREDES Y LOSA FONDO DICHAS CAJAS CONTARÁN CON UNA TAPA METÁLICA DE 060 X 060 M CONSTRUCCIÓN DE PILETAS DOMICILIARIAS 154 UND EN UN ÁREA EN PLANTA DE 150X060M CON UNA ALTURA DE 080 M SE EMPLEARÁ CONCRETO DE 140 KGCM CONSTRUCCIÓN DE UNIDADES BÁSICAS DE SANEAMIENTO DE SISTEMA DE ARRASTRE HIDRÁULICO CONFORMADO POR BIODIGESTORES DE 600LT CAJA DE REGISTRO DE CONCRETO DE 175 KGCM2 DE LODOS EL POZO DE PERCOLACIÓN Y CAPACITACIÓN DEL COMPONENTE SOCIAL PLAN DE COMUNICACIÓN Y EDUCACIÓN SANITARIA Y GESTIÓN DEL SERVICIO ASISTENCIA A OPERADORES COMUNALES,2023-06-05 00:00:00,2023-06-28 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,INVIERTE,PROYECTO DE INVERSION,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,SI,50340.0,2000000.0,1140487.0,0.0,SI,NO,NO,,,,,0.0,0.0,1010688.0,143600,143600.0,0.0,3047227.05,SI,Expediente técnico (B),SI,NO,0.0,0.65,2026-06-23 11:25:00,SISTEMA DE SANEAMIENTO RURAL,NO,PUNO,SAN ROMAN,CABANILLAS,211103,-15.690500095423658,-70.40238049454467,2025-01-15 00:00:00,2028-05-18 00:00:00,2025-01-15 00:00:00,2028-05-18 00:00:00,613,3190827.05,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE VILQUECHICO,2708485,2708485,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL EN 14 UNIDADES PRODUCTORAS   DISTRITO DE VILQUE CHICO DE LA PROVINCIA DE HUANCANE DEL DEPARTAMENTO DE PUNO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE VILQUECHICO,ESTUDIOS Y PROYECTOS - UNIDAD FORMULADORA,UEI DE LA MUNICIPALIDAD DISTRITAL DE VILQUECHICO,301652,MUNICIPALIDAD DISTRITAL DE VILQUE CHICO,ACTIVO,VIABLE,22363294.97,22363294.97,0.0,0.0,0.0,contruccion de obras e instalacione sprovicionales  planes de trabajo autorizacion reservorios con i glb de caseta de valvulas 100 reservoio nuevo de 35 m3 lineas de aduccion tendido de tuberias con suministro e instalacion de 110mm 63 mm 50mm 40mm 32mm  pase aereo de 1500 unidadescamara rompe presion de 08 unidades valvulas de purga 15 unidades redes de distribucion de agua potable sistemas de ubs con arrastre hidraulico  con 583 unidads de modulo  y basico tanques de agua e eternit de 1000 litros y caentadores de agua solar y conexiones domclaras,2025-12-24 00:00:00,2026-01-26 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,INVIERTE,PROYECTO DE INVERSION,ADMINISTRACIÓN INDIRECTA - OBRAS POR IMPUESTOS,NO,,,,,NO,NO,NO,,,,,0.0,0.0,,0,,,22363294.97,NO,,NO,NO,,,,SISTEMA DE SANEAMIENTO RURAL,NO,PUNO,HUANCANE,VILQUE CHICO,210608,-15.176875650557765,-69.60947048302313,2026-05-01 00:00:00,2027-06-01 00:00:00,,,556,,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE LLALLI,2498205,2498205,"CREACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DE UNIDADES BASICAS DE SANEAMIENTO CON SISTEMA DE ARRASTRE HIDRAULICO, EN LA LOCALIDAD TOCRA DEL DISTRITO DE LLALLI - PROVINCIA DE MELGAR - DEPARTAMENTO DE PUNO",OPMI DE LA MUNICIPALIDAD DISTRITAL DE LLALLI,UF DE LA MUNICIPALIDAD DISTRITAL DE LLALLI,UEI DE LA MUNICIPALIDAD DISTRITAL DE LLALLI,301666,MUNICIPALIDAD DISTRITAL DE LLALLI,ACTIVO,VIABLE,2424569.54,3306857.66,0.0,0.0,0.0,AGUA POTABLE SE CONTEMPLA LA CONSTRUCCIÓN DE 03 CAPTACIONES CON CAPACIDADES DE 045 0023 Y 016LS INSTALACIÓN DE LÍNEA DE CONDUCCIÓN POR 94187 METROS LINEALES CONSTRUCCIÓN DE RESERVORIO CON CAPACIDAD DE 65 M3 INSTALACIÓN DE LÍNEA DE ADUCCIÓN Y RED DE DISTRIBUCIÓN POR 966355 ML DE LA SIGUIENTE MANERA INSTALACIÓN DE TUBERÍA PVC SAP 63 MM C10 POR 152100 ML INSTALACIÓN DE TUBERÍA PVC SAP 1 12 C10 POR 118225 ML INSTALACIÓN DE TUBERÍA PVC SAP 1 12 C10 POR 118225 ML INSTALACIÓN DE TUBERÍA PVC SAP 1 C10 POR 270727 ML E INSTALACIÓN DE TUBERÍA DE PVC SAP 34 C10 POR 425303 ML Y 60 CONEXIONES DOMICILIARIASDISPOSICIONES SANITARIAS EXCRETAS  UBSInstalación de 60 unidades básicas del Saneamiento tipo arrastre hidráulicoInstalación de tanque biodigestor autolimpiable caja de registro de lados por cada UBSCOMPONENTE SOCIALCapacitación en gestión de servicio Y  en educación sanitaria,2020-09-16 00:00:00,2020-11-24 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,INVIERTE,PROYECTO DE INVERSION,"ADMINISTRACIÓN DIRECTA,ADMINISTRACIÓN INDIRECTA - POR CONTRATA",SI,3205058.0,0.0,0.0,0.0,SI,NO,NO,,,202103,202507,101800.0,0.0,0.0,299943,0.0,0.0,2905114.66,SI,Ejecución física (C),SI,NO,0.0,3.08,2026-06-16 17:15:27,SISTEMA DE SANEAMIENTO RURAL,NO,PUNO,MELGAR,LLALLI,210804,-14.987579999999982,-70.92681999999996,2021-01-01 00:00:00,2026-02-28 00:00:00,2025-11-01 00:00:00,2026-02-28 00:00:00,167,3306857.66,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE ORURILLO,2245270,296867,"INSTALACION DE LOS SERVICIOS DEL SISTEMA DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LAS COMUNIDADES DE VIZCACHANI Y PATABAMBA, DISTRITO DE ORURILLO - MELGAR - PUNO",OPMI DE LA MUNICIPALIDAD DISTRITAL DE ORURILLO,UF DE LA MUNICIPALIDAD DISTRITAL DE ORURILLO,UEI DE LA MUNICIPALIDAD DISTRITAL DE ORURILLO,301669,MUNICIPALIDAD DISTRITAL DE ORURILLO,ACTIVO,VIABLE,6328243.0,7390705.0,0.0,0.0,0.0,Construcción Captación de un Manantial de ladera por gravedad Instalación de redes y conexiones de agua potable Construcción de letrinas con arrastre hidráulico Implementación de un programa de educación ambiental y mitigación y Capacitación al JASS en Operacion mantenimiento y Administración del servicio,2014-06-04 00:00:00,2014-06-06 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,SNIP,PIP MAYOR (SNIP),ADMINISTRACIÓN INDIRECTA - POR CONTRATA,NO,,,,,SI,NO,SI,2021-01-15 09:33:04,Pendiente de liquidación,201510,201807,7326652.25,0.0,,0,,,64052.75,SI,Expediente técnico (B),SI,SI,100.0,100.0,2021-01-15 09:29:21,,NO,PUNO,MELGAR,ORURILLO,210807,0.0,0.0,2017-01-20 00:00:00,2018-03-20 00:00:00,2017-01-20 00:00:00,2018-03-20 00:00:00,1640,7390705.0,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE ROSASPATA,2280697,324185,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO INTEGRAL EN LOS SECTORES DE  QUERATA, TOMAPIURA, CENTRAL Y HUATASANI DEL, DISTRITO DE ROSASPATA - HUANCANE - PUNO",OPMI DE LA MUNICIPALIDAD DISTRITAL DE ROSASPATA,UF DE LA MUNICIPALIDAD DISTRITAL DE ROSASPATA,UEI DE LA MUNICIPALIDAD DISTRITAL DE ROSASPATA,301650,MUNICIPALIDAD DISTRITAL DE ROSASPATA,ACTIVO,VIABLE,4105726.0,5296333.05,0.0,0.0,0.0,Mejoramiento y ampliación del sistema de agua potable por gravedad Querata Tompiura central y Huatasani que comprende líneas de Conducción Reservorios con sistema de cloración de agua y su caseta de válvulas Válvulas de Control Válvulas de Purga Válvula de aire cruce en riachuelos cámara de rompe presión Red de Distribución instalación de Conexiones Domiciliarias y piletas Tipo Bateas Instalación de Unidades de  Básicas de Saneamiento UBS tipo Baños de Arrastre Hidráulico con Biodigestor que comprende Inodoro tanque Bajo una ducha muro de ladrillo mecanizado caravista ventana de madera con vidrio Puerta de Madera con tablero rebajado cobertura de calamina tipo teja galvanizada y pintada y sistema de desagüe con biodigestor de 700 litros cámara de Lodos y Pozo de Absorción Y También se contempla las Campañas de Educación Sanitaria que consistirán en las diversas acciones de Promoción Capacitación y Educación Sanitaria,2015-06-27 00:00:00,2015-07-14 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,SNIP,PIP MAYOR (SNIP),ADMINISTRACIÓN INDIRECTA - POR CONTRATA,NO,,,,,SI,NO,NO,,,201612,201903,5141951.52,0.0,,0,,,154381.53,SI,Expediente técnico (B),SI,NO,,100.0,,,NO,PUNO,HUANCANE,ROSASPATA,210606,0.0,0.0,2016-03-10 00:00:00,2017-08-09 00:00:00,2016-11-03 00:00:00,2017-06-08 00:00:00,1024,5296333.05,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE SANTA ROSA - MELGAR,2293836,335539,"INSTALACION DEL SISTEMA DE SERVICIOS DE AGUA POTABLE Y LETRINAS SANITARIAS CON ARRASTRE HIDRAULICO Y BIODIGESTOR EN LOS SECTORES DE CCANLLICUNCA Y BUENA VISTA, DISTRITO DE SANTA ROSA - MELGAR - PUNO",OPMI DE LA MUNICIPALIDAD DISTRITAL DE SANTA ROSA - MELGAR,UF DE LA MUNICIPALIDAD DISTRITAL DE SANTA ROSA - MELGAR,UEI DE LA MUNICIPALIDAD DISTRITAL DE SANTA ROSA - MELGAR,301670,MUNICIPALIDAD DISTRITAL DE SANTA ROSA,ACTIVO,VIABLE,971651.2,2139491.77,0.0,0.0,0.0,01 CAPTACIÓN DE TIPO LADERA RED DE TUBERÍA DE CONDUCCIÓN 01 RESERVORIO DE 1000 M3 CON COTA 01 CASETA DE VÁLVULAS DE RESERVORIO DE 15M3 RED DE TUBERÍA DE DISTRIBUCIÓN  01 CRUCE AÉREO DE 1800 ML 10 CAJAS PARA VÁLVULAS DE PURGA 05 CAJAS PARA VÁLVULAS DE CONTROL 58 PILETAS DOMICILIARIAS 58  SISTEMAS DE BAÑOS CON ARRASTRE HIDRÁULICO MÁS BIODIGESTOR,2015-09-24 00:00:00,2015-10-01 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,SNIP,PIP MENOR (SNIP),ADMINISTRACIÓN DIRECTA,NO,,,,,SI,NO,SI,2026-06-26 16:00:19,Pendiente de liquidación,201810,202212,2112098.48,0.0,,0,,,27393.29,SI,Ejecución física (C),SI,SI,100.0,100.0,2022-05-16 12:08:47,,NO,PUNO,MELGAR,SANTA ROSA,210808,0.0,0.0,2019-12-01 00:00:00,2023-01-31 00:00:00,2019-12-01 00:00:00,2023-01-31 00:00:00,290,2049688.97,2026
GL,GOBIERNOS LOCALES,MUNICIPALIDAD PROVINCIAL DE AZANGARO,2423276,2423276,"CONSTRUCCIÓN DE RESERVORIOS, LÍNEA DE IMPULSIÓN, LÍNEA DE ADUCCIÓN Y VÁLVULA DE COMPUERTA ADQUISICIÓN DE MACROMEDIDORES Y SISTEMA DE CONTROL DE PRESIÓN DE AGUA EN EL(LA) EN EL SISTEMA DE AGUA POTABLE DEL  DISTRITO DE AZANGARO, PROVINCIA AZANGARO, DEPARTAMENTO PUNO",OPMI DE LA MUNICIPALIDAD PROVINCIAL DE AZANGARO,UF DE LA MUNICIPALIDAD PROVINCIAL DE AZANGARO,UEI DE LA EPS NOR PUNO S.A. - AZANGARO,500169,ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO NOR PUNO S.A.,ACTIVO,APROBADO,752962.7,752962.7,0.0,0.0,0.0,,2018-05-16 00:00:00,2018-06-11 00:00:00,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,INVIERTE,INVERSIONES IOARR,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,NO,,,,,SI,NO,NO,,,201808,201906,752960.85,0.0,,0,,,1.85,SI,Ejecución física (C),SI,SI,100.0,100.0,2025-10-01 12:21:07,SISTEMA DE SANEAMIENTO URBANO,NO,PUNO,AZANGARO,AZANGARO,210201,-14.897539172480759,-70.19807350136443,2018-08-01 00:00:00,2019-01-17 00:00:00,2018-09-15 00:00:00,2019-04-30 00:00:00,,43000.0,2026
